Google Scholar search results through Publish or Perish,,,,,,,,,,,,,,,,,,,,,,
"Publish or Perish search term: all of the words: “citizen science” species Ireland; none of the words: disease book ""new report"" ""new species"" ""new record""; years: 2014 to 2018",,,,,,,,,,,,,,,,,,,,,,
8 June 2018,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
0,"ID Jones, EB Mackay, RI Woolway…",What can high frequency measurements tell us about mixing events in lakes?,2016,GLEON 18 All-Hands …,openpub.fmach.it,https://openpub.fmach.it/bitstream/10449/34894/1/NETLAKE%20symposium%20booklet.pdf,,131,2018-06-08,PDF,,,,,,,,0,0,0,4,2
8,"P Holloway, JA Miller, S Gillings",Incorporating movement in species distribution models: how do simulations of dispersal affect the accuracy and uncertainty of projections?,2016,International Journal of …,Taylor & Francis,http://www.tandfonline.com/doi/abs/10.1080/13658816.2016.1158823,"https://scholar.google.com/scholar?cites=10672120750424833255&as_sdt=2005&sciodt=0,5&hl=en&num=20",132,2018-06-08,,,,,,,,,8,4,3,3,2
75,"BA Woodcock, NJB Isaac, JM Bullock, DB Roy…",Impacts of neonicotinoid use on long-term population changes in wild bees in England,2016,Nature …,nature.com,https://www.nature.com/articles/ncomms12459,"https://scholar.google.com/scholar?cites=17762636759626061423&as_sdt=2005&sciodt=0,5&hl=en&num=20",133,2018-06-08,HTML,,,,,,,,75,37.5,15,5,2
0,"CL Outhwaite, RE Chandler, GD Powney, B Collen…",Prior specification in Bayesian occupancy modelling improves analysis of species occurrence data,2018,Ecological …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1470160X18303443,,134,2018-06-08,HTML,,,,,,,,0,0,0,5,1
3,"P Pipek, T Petrusková, A Petrusek, L Diblíková…",Dialects of an invasive songbird are preserved in its invaded but not native source range,2018,…,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/ecog.02779,"https://scholar.google.com/scholar?cites=12907625030393799921&as_sdt=2005&sciodt=0,5&hl=en&num=20",135,2018-06-08,,,,,,,,,3,3,1,5,1
22,"A Zaiko, D Minchin, S Olenin",""" The day after tomorrow"": anatomy of an'r'strategist aquatic invasion.",2014,Aquatic Invasions,aquaticinvasions.net,http://www.aquaticinvasions.net/2014/AI_2014_Zaiko_etal.pdf,"https://scholar.google.com/scholar?cites=4240187769818513791&as_sdt=2005&sciodt=0,5&hl=en&num=20",136,2018-06-08,PDF,,,,,,,,22,5.5,7,3,4
1,"M Power, AG Del Campo, B Espey",Light pollution: spatial analysis and potential ecological effects in rural Ireland,2017,Irish Geography,irishgeography.ie,http://www.irishgeography.ie/index.php/irishgeography/article/view/1257,"https://scholar.google.com/scholar?cites=15381962310218801866&as_sdt=2005&sciodt=0,5&hl=en&num=20",137,2018-06-08,,,,,,,,,1,1,0,3,1
1,"D Wembridge, S Langton",AN URBAN STUDY,2016,British Wildlife,researchgate.net,https://www.researchgate.net/profile/David_Wembridge/publication/295819814_Living_with_Mammals_an_urban_study/links/571a2df108ae7f552a472a56/Living-with-Mammals-an-urban-study.pdf,"https://scholar.google.com/scholar?cites=14998296693882235274&as_sdt=2005&sciodt=0,5&hl=en&num=20",138,2018-06-08,PDF,,,,,,,,1,0.5,1,2,2
29,"AJ Bates, JP Sadler, D Grundy, N Lowe, G Davis…",Garden and landscape-scale correlates of moths of differing conservation status: significant effects of urbanization and habitat diversity,2014,PLoS …,journals.plos.org,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0086925,"https://scholar.google.com/scholar?cites=4679545344792315024&as_sdt=2005&sciodt=0,5&hl=en&num=20",139,2018-06-08,HTML,,,,,,,,29,7.25,5,6,4
2,"KJ Carim, TM Wilcox, M Anderson…",An environmental DNA marker for detecting nonnative brown trout (Salmo trutta),2016,Conservation Genetics …,Springer,https://link.springer.com/article/10.1007/s12686-016-0548-5,"https://scholar.google.com/scholar?cites=9324943856180830588&as_sdt=2005&sciodt=0,5&hl=en&num=20",140,2018-06-08,HTML,,,,,,,,2,1,1,4,2
4,"D McCollin, J Hodgson, R Crockett",Do British birds conform to Bergmann's and Allen's rules? An analysis of body size variation with latitude for four species,2015,Bird study,Taylor & Francis,http://www.tandfonline.com/doi/abs/10.1080/00063657.2015.1061476,"https://scholar.google.com/scholar?cites=2415746569938359396&as_sdt=2005&sciodt=0,5&hl=en&num=20",141,2018-06-08,,,,,,,,,4,1.33,1,3,3
2,"C Kampichler, H Sierdsema",On the usefulness of prediction intervals for local species distribution model forecasts,2017,Ecological Informatics,Elsevier,https://www.sciencedirect.com/science/article/pii/S1574954117300523,"https://scholar.google.com/scholar?cites=4772589098054673403&as_sdt=2005&sciodt=0,5&hl=en&num=20",142,2018-06-08,HTML,,,,,,,,2,2,1,2,1
1,"N Titeux, D Maes, T Van Daele…",The need for large‐scale distribution data to estimate regional changes in species richness under future climate change,2017,Diversity and …,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1111/ddi.12634/full,"https://scholar.google.com/scholar?cites=9201129246018540737&as_sdt=2005&sciodt=0,5&hl=en&num=20",143,2018-06-08,,,,,,,,,1,1,0,4,1
3,"B Templ, E Koch, K Bolmgren, M Ungersböck…",Pan European Phenological database (PEP725): a single point of access for European data,2018,International journal of …,Springer,https://link.springer.com/content/pdf/10.1007/s00484-018-1512-8.pdf,"https://scholar.google.com/scholar?cites=10792809710866525643&as_sdt=2005&sciodt=0,5&hl=en&num=20",144,2018-06-08,PDF,,,,,,,,3,3,1,5,1
5,"LE Chambers, P Barnard, ES Poloczanska…",Southern hemisphere biodiversity and global change: data gaps and strategies,2017,Austral …,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1111/aec.12391/full,"https://scholar.google.com/scholar?cites=12062529027135248755&as_sdt=2005&sciodt=0,5&hl=en&num=20",145,2018-06-08,,,,,,,,,5,5,1,4,1
5,"QJ Groom, C O'Reilly, T Humphrey","Herbarium specimens reveal the exchange network of British and Irish botanists, 1856–1932",2014,New Journal of Botany,Taylor & Francis,http://www.tandfonline.com/doi/abs/10.1179/2042349714Y.0000000041,"https://scholar.google.com/scholar?cites=5541680395693415134&as_sdt=2005&sciodt=0,5&hl=en&num=20",146,2018-06-08,,,,,,,,,5,1.25,2,3,4
8,"JA Busch, R Bardaji, L Ceccaroni, A Friedrichs, J Piera…",Citizen bio-optical observations from coast-and ocean and their compatibility with ocean colour satellite measurements,2016,Remote Sensing,mdpi.com,http://www.mdpi.com/2072-4292/8/11/879htm,"https://scholar.google.com/scholar?cites=4326740355983009673&as_sdt=2005&sciodt=0,5&hl=en&num=20",147,2018-06-08,HTML,,,,,,,,8,4,1,6,2
0,S Dolman,SEA CHANGE,2014,British Wildlife,researchgate.net,https://www.researchgate.net/profile/Sarah_Dolman2/publication/287782348_Sea_Change/links/567941f208aeaf87ed8b009e/Sea-Change.pdf,,148,2018-06-08,PDF,,,,,,,,0,0,0,1,4
12,"A Johnston, SE Newson, K Risely, AJ Musgrove…",Species traits explain variation in detectability of UK birds,2014,Bird study,Taylor & Francis,http://www.tandfonline.com/doi/abs/10.1080/00063657.2014.941787,"https://scholar.google.com/scholar?cites=1054190343094024964&as_sdt=2005&sciodt=0,5&hl=en&num=20",149,2018-06-08,,,,,,,,,12,3,2,5,4
4,"DS Chapman, S Bell, S Helfer…",Unbiased inference of plant flowering phenology from biological recording data,2015,Biological Journal of the …,academic.oup.com,https://academic.oup.com/biolinnean/article-abstract/115/3/543/2440256,"https://scholar.google.com/scholar?cites=8353869561358871072&as_sdt=2005&sciodt=0,5&hl=en&num=20",150,2018-06-08,,,,,,,,,4,1.33,1,4,3
2,"S Pironon, J Villellas, W Thuiller, VM Eckhart…",The 'Hutchinsonian niche'as an assemblage of demographic niches: implications for species geographic ranges,2017,…,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1111/ecog.03414/full,"https://scholar.google.com/scholar?cites=13210976836560576311&as_sdt=2005&sciodt=0,5&hl=en&num=20",151,2018-06-08,,,,,,,,,2,2,0,5,1
0,R Jones,Beetlemania,2018,New Scientist,Elsevier,https://www.sciencedirect.com/science/article/pii/S0262407918305736,,152,2018-06-08,,,,,,,,,0,0,0,1,1
6,"A Pommerening, L Vítková, X Zhao, C Pallares Ramos",Towards understanding human tree selection behaviour,2015,,pub.epsilon.slu.se,https://pub.epsilon.slu.se/12892/7/Pommerening_et_al_151207.pdf,"https://scholar.google.com/scholar?cites=15298974550080009286&as_sdt=2005&sciodt=0,5&hl=en&num=20",153,2018-06-08,PDF,,,,,,,,6,2,2,4,3
8,"EB Dennis, BJT Morgan, SN Freeman, TM Brereton…",A generalized abundance index for seasonal invertebrates,2016,…,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1111/biom.12506/full,"https://scholar.google.com/scholar?cites=17932697558355516130&as_sdt=2005&sciodt=0,5&hl=en&num=20",154,2018-06-08,HTML,,,,,,,,8,4,2,5,2
0,"I Hoste, F Verloove, J Bailey",Two recent records from Belgium of established plants of Fallopia× conollyana: A low profile alien steps into the open,,researchgate.net,,https://www.researchgate.net/profile/Filip_Verloove/publication/322040107_Two_recent_records_from_Belgium_of_established_plants_of_Fallopia_conollyana_A_low_profile_alien_steps_into_the_open/links/5a3fa4f2aca272d2944fd0b1/Two-recent-records-from-Belgium-of-established-plants-of-Fallopia-conollyana-A-low-profile-alien-steps-into-the-open.pdf,,155,2018-06-08,PDF,,,,,,,,0,0,0,3,
4,"F Herzog, J Franklin",State-of-the-art practices in farmland biodiversity monitoring for North America and Europe,2016,Ambio,Springer,https://link.springer.com/article/10.1007/s13280-016-0799-0,"https://scholar.google.com/scholar?cites=6293692993663077990&as_sdt=2005&sciodt=0,5&hl=en&num=20",156,2018-06-08,HTML,,,,,,,,4,2,2,2,2
5,"ER Moffett, MW Neale",Volunteer and professional macroinvertebrate monitoring provide concordant assessments of stream health,2015,New Zealand journal of marine and …,Taylor & Francis,http://www.tandfonline.com/doi/abs/10.1080/00288330.2015.1018913,"https://scholar.google.com/scholar?cites=11903894026759499997&as_sdt=2005&sciodt=0,5&hl=en&num=20",157,2018-06-08,,,,,,,,,5,1.67,3,2,3
39,"HE Roy, PMJ Brown",Ten years of invasion: Harmonia axyridis (Pallas)(Coleoptera: Coccinellidae) in Britain,2015,Ecological entomology,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1111/een.12203/full,"https://scholar.google.com/scholar?cites=14682867446209423436&as_sdt=2005&sciodt=0,5&hl=en&num=20",158,2018-06-08,HTML,,,,,,,,39,13,20,2,3
36,"PA Soranno, EG Bissell, KS Cheruvelil…",Building a multi-scaled geospatial temporal ecology database from disparate data sources: fostering open science and data reuse,2015,…,gigascience.biomedcentral.com,https://gigascience.biomedcentral.com/articles/10.1186/s13742-015-0067-4,"https://scholar.google.com/scholar?cites=16028615896575068694&as_sdt=2005&sciodt=0,5&hl=en&num=20",159,2018-06-08,HTML,,,,,,,,36,12,9,4,3
0,"G Barron, T Henry, G Kindermann",Development of a focussed Integrated Catchment Management toolkit for use in secondary schools,,researchgate.net,,https://www.researchgate.net/profile/Tiernan_Henry/publication/316666325_Development_of_a_focussed_Integrated_Catchment_Management_toolkit_for_use_in_secondary_schools/links/590ae6ef0f7e9b1d0823f847/Development-of-a-focussed-Integrated-Catchment-Management-toolkit-for-use-in-secondary-schools.pdf,,160,2018-06-08,PDF,,,,,,,,0,0,0,3,
0,M Gaywood,An introduction to the Species Action Framework,,researchgate.net,,https://www.researchgate.net/profile/Martin_Gaywood/publication/322473739_An_introduction_to_the_Species_Action_Framework/links/5a5a2c300f7e9b5fb3888bf6/An-introduction-to-the-Species-Action-Framework.pdf,,161,2018-06-08,PDF,,,,,,,,0,0,0,1,
2,"A Kosanic, K Anderson, S Harrison, T Turkington…",Changes in the geographical distribution of plant species and climatic variables on the West Cornwall peninsula (South West UK),2018,PloS one,journals.plos.org,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0191021,"https://scholar.google.com/scholar?cites=3662610993909839451&as_sdt=2005&sciodt=0,5&hl=en&num=20",162,2018-06-08,HTML,,,,,,,,2,2,0,5,1
12,"DB Roy, EF Ploquin, Z Randle, K Risely…",Comparison of trends in butterfly populations between monitoring schemes,2015,Journal of Insect …,Springer,https://link.springer.com/article/10.1007/s10841-014-9739-0,"https://scholar.google.com/scholar?cites=6464885674015090562&as_sdt=2005&sciodt=0,5&hl=en&num=20",163,2018-06-08,HTML,,,,,,,,12,4,2,5,3
0,"G Vimercati, K Dehnen-Schmutz, J Fried",Does public awareness increase support for invasive species management? Promising evidence across taxa and landscape types,2017,,opus.sanbi.org,http://opus.sanbi.org/bitstream/20.500.12143/5621/1/Novoa%20et%20al%202017%20Biological%20Invasions.pdf,,164,2018-06-08,CITATION,,,,,,,,0,0,0,3,1
1,"RJ Green, P Wood",11 Australian Wildlife Tourism and Research Network,2015,Scientific Tourism: Researchers as Travellers,books.google.com,https://books.google.com/books?hl=en&lr=&id=l7phCQAAQBAJ&oi=fnd&pg=PA165&dq=%E2%80%9Ccitizen+science%E2%80%9D+species+ireland+-disease+-book+-%22new+report%22+-%22new+species%22+-%22new+record%22&ots=LUve92WKzw&sig=9ym4IxD_nKa2nBtLP1bP0gYVQ44,"https://scholar.google.com/scholar?cites=15263829033095852622&as_sdt=2005&sciodt=0,5&hl=en&num=20",165,2018-06-08,,,,,,,,,1,0.33,1,2,3
0,"N Simboura, M Obst, D Righton, TP Bean…","Edited by: Alberto Basset, University of Salento, Italy Reviewed by",,researchgate.net,,https://www.researchgate.net/profile/Silke_Kroeger/publication/319123029_A_Review_of_the_Tools_Used_for_Marine_Monitoring_in_the_UK_Combining_Historic_and_Contemporary_Methods_with_Modeling_and_Socioeconomics_to_Fulfill_Legislative_Needs_and_Scientific_Ambitions/links/59c8ed56a6fdccc71929c966/A-Review-of-the-Tools-Used-for-Marine-Monitoring-in-the-UK-Combining-Historic-and-Contemporary-Methods-with-Modeling-and-Socioeconomics-to-Fulfill-Legislative-Needs-and-Scientific-Ambitions.pdf,,166,2018-06-08,PDF,,,,,,,,0,0,0,5,
0,G Oxford,"An unusual Tansy Tanacetum vulgare plant at Newton-on-Ouse, North Yorkshire",2016,Naturalist,,,,167,2018-06-08,CITATION,,,,,,,,0,0,0,1,2
5,"EKM Meyers, F Tuya, J Barker…","Population structure, distribution and habitat use of the Critically Endangered Angelshark, Squatina squatina, in the Canary Islands",2017,Aquatic …,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1002/aqc.2769/full,"https://scholar.google.com/scholar?cites=270887445802111783&as_sdt=2005&sciodt=0,5&hl=en&num=20",168,2018-06-08,,,,,,,,,5,5,1,4,1
10,"T Roth, N Strebel, V Amrhein",Estimating unbiased phenological trends by adapting site‐occupancy models,2014,Ecology,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1890/13-1830.1/full,"https://scholar.google.com/scholar?cites=352796255470848841&as_sdt=2005&sciodt=0,5&hl=en&num=20",169,2018-06-08,,,,,,,,,10,2.5,3,3,4
0,"GWNM van Moorsel, FP Bennema…",First records of the sponge crab Dromia personata (Brachyura) in the Netherlands and its historical findings in the North Sea,2017,Marine Biodiversity …,mbr.biomedcentral.com,https://mbr.biomedcentral.com/articles/10.1186/s41200-017-0129-7,,170,2018-06-08,HTML,,,,,,,,0,0,0,3,1
0,"L Storrie, C Lydersen, M Andersen, RB Wynn…","Determining the species assemblage and habitat use of cetaceans in the Svalbard Archipelago, based on observations from 2002 to 2014",2018,Polar …,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/17518369.2018.1463065,,171,2018-06-08,,,,,,,,,0,0,0,5,1
0,"MP Gatt, A Deidun, A Galea, A Gauci",Is citizen science a valid tool to monitor the occurrence of jellyfish? The Spot the Jellyfish case study from the Maltese Islands,2018,,researchgate.net,https://www.researchgate.net/profile/Alan_Deidun/publication/325314944_Is_citizen_science_a_valid_tool_to_monitor_the_occurrence_of_jellyfish_The_Spot_the_Jellyfish_case_study_from_the_Maltese_Islands/links/5b05533aaca2725832b252f5/Is-citizen-science-a-valid-tool-to-monitor-the-occurrence-of-jellyfish-The-Spot-the-Jellyfish-case-study-from-the-Maltese-Islands.pdf,,172,2018-06-08,PDF,,,,,,,,0,0,0,4,1
3,"E SHEEHY, C LAWTON",5. Predators of red and grey squirrels in their natural and introduced ranges,2015,"Red Squirrels: Ecology, Conservation & …",researchgate.net,https://www.researchgate.net/profile/Emma_Sheehy/publication/278953465_Predators_of_red_and_grey_squirrels_in_their_natural_and_introduced_ranges/links/569cf7f108ae5c9fe6c17450.pdf,"https://scholar.google.com/scholar?cites=1581123832585342734&as_sdt=2005&sciodt=0,5&hl=en&num=20",173,2018-06-08,PDF,,,,,,,,3,1,2,2,3
10,RD Sleator,The synthetic biology future,2014,,Taylor & Francis,http://www.tandfonline.com/doi/full/10.4161/bioe.28317,"https://scholar.google.com/scholar?cites=632610471477229100&as_sdt=2005&sciodt=0,5&hl=en&num=20",174,2018-06-08,HTML,,,,,,,,10,2.5,10,1,4
0,"C de Vos, MI Cherry",Declining ranges of southern African breeding cuckoos do not reflect host species' range changes,2017,Emu-Austral Ornithology,Taylor & Francis,http://www.tandfonline.com/doi/abs/10.1080/01584197.2017.1292403,,175,2018-06-08,,,,,,,,,0,0,0,2,1
0,"I Bartomeus, L Dicks",The need for coordinated transdisciplinary research infrastructures for pollinator conservation and crop pollination resilience,2018,PeerJ PrePrints,search.proquest.com,http://search.proquest.com/openview/4df1e852b2f45d9f255e95ec5dae4046/1?pq-origsite=gscholar&cbl=2045933,,176,2018-06-08,HTML,,,,,,,,0,0,0,2,1
0,"EN Henry, T Wagner, NR Lottig",Long-Term Citizen-Collected Data Reveal Geographical Patterns and Temporal Trends in Lake Water Clarity,2014,,ir.library.oregonstate.edu,https://ir.library.oregonstate.edu/concern/articles/jd472z16s,,177,2018-06-08,,,,,,,,,0,0,0,3,4
9,"A Jeliazkov, Y Bas, C Kerbiriou, JF Julien…",Large-scale semi-automated acoustic monitoring allows to detect temporal decline of bush-crickets,2016,Global ecology and …,Elsevier,https://www.sciencedirect.com/science/article/pii/S2351989415300329%20rel=,"https://scholar.google.com/scholar?cites=14295006407386704039&as_sdt=2005&sciodt=0,5&hl=en&num=20",178,2018-06-08,HTML,,,,,,,,9,4.5,2,5,2
17,"MC Jackson, OLF Weyl, F Altermatt, I Durance…",Recommendations for the next generation of global freshwater biological monitoring tools,2016,Advances in ecological …,Elsevier,https://www.sciencedirect.com/science/article/pii/S006525041630023X,"https://scholar.google.com/scholar?cites=9933886600467164571&as_sdt=2005&sciodt=0,5&hl=en&num=20",179,2018-06-08,,,,,,,,,17,8.5,3,5,2
0,"NR Lottig, T Wagner, E Norton Henry…",Long-Term Citizen-Collected Data Reveal Geographical Patterns and,2014,,sites.psu.edu,http://sites.psu.edu/trace/wp-content/uploads/sites/20665/2014/11/Lottig-et-al-2014-PLoSE-ONE.pdf,,180,2018-06-08,PDF,,,,,,,,0,0,0,4,4
0,"H Audusseau, M Le Vaillant, N Janz, S Nylin…",ecological niches of resident butterflies.,,pdfs.semanticscholar.org,,https://pdfs.semanticscholar.org/46b8/3ccebcbec70d2b2dddcfe207b3487c498b9a.pdf,,181,2018-06-08,PDF,,,,,,,,0,0,0,5,
0,"J Chadœuf, A Millon, JL Bourrioux, T Printemps",For Review Only,,cebc.cnrs.fr,,http://www.cebc.cnrs.fr/publipdf/SP/Chadoeuf_MethEcolEvol.pdf,,182,2018-06-08,PDF,,,,,,,,0,0,0,4,
7,"DE Bowler, C Hof, P Haase, I Kröncke…",Cross-realm assessment of climate change impacts on species' abundance trends,2017,Nature ecology & …,nature.com,https://www.nature.com/articles/s41559-016-0067,"https://scholar.google.com/scholar?cites=4348876555427274121&as_sdt=2005&sciodt=0,5&hl=en&num=20",183,2018-06-08,,,,,,,,,7,7,1,5,1
9,"GRM Leighton, PS Hugo, A Roulin…",Just Google it: assessing the use of Google Images to describe geographical variation in visible traits of organisms,2016,Methods in Ecology and …,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1111/2041-210X.12562/full,"https://scholar.google.com/scholar?cites=16256311738928389446&as_sdt=2005&sciodt=0,5&hl=en&num=20",184,2018-06-08,,,,,,,,,9,4.5,2,4,2
15,"RJW Brewin, L de Mora, T Jackson, TG Brewin…",On the potential of surfers to monitor environmental indicators in the coastal zone,2015,PloS one,journals.plos.org,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0127706,"https://scholar.google.com/scholar?cites=2987619464389482898&as_sdt=2005&sciodt=0,5&hl=en&num=20",185,2018-06-08,HTML,,,,,,,,15,5,3,5,3
0,"J Chadœuf, A Millon, JL Bourrioux…",Modelling unbiased dispersal kernels over continuous space by accounting for spatial heterogeneity in marking and observation efforts,2018,Methods in Ecology …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/2041-210X.12872,,186,2018-06-08,,,,,,,,,0,0,0,4,1
59,"T Merckx, EM Slade",Macro‐moth families differ in their attraction to light: implications for light‐trap monitoring programmes,2014,Insect conservation and diversity,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1111/icad.12068/full,"https://scholar.google.com/scholar?cites=10133980450033992911&as_sdt=2005&sciodt=0,5&hl=en&num=20",187,2018-06-08,,,,,,,,,59,14.75,30,2,4
9,"BS Robinson, R Inger, KJ Gaston",A rose by any other name: plant identification knowledge & socio-demographics,2016,PloS one,journals.plos.org,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0156572,"https://scholar.google.com/scholar?cites=15590968544042390972&as_sdt=2005&sciodt=0,5&hl=en&num=20",188,2018-06-08,HTML,,,,,,,,9,4.5,3,3,2
3,"IJ Winfield, J van Rijn, RD Valley",Hydroacoustic quantification and assessment of spawning grounds of a lake salmonid in a eutrophicated water body,2015,Ecological informatics,Elsevier,https://www.sciencedirect.com/science/article/pii/S1574954115000874,"https://scholar.google.com/scholar?cites=7491417430910620331&as_sdt=2005&sciodt=0,5&hl=en&num=20",189,2018-06-08,HTML,,,,,,,,3,1,1,3,3
3,"J Kummer, E Bayne, C Machtans",Comparing the results of recall surveys and standardized searches in understanding bird-window collisions at houses,2016,Avian Conservation and Ecology,ace-eco.org,http://www.ace-eco.org/vol11/iss1/art4/,"https://scholar.google.com/scholar?cites=11208442774519910542&as_sdt=2005&sciodt=0,5&hl=en&num=20",190,2018-06-08,HTML,,,,,,,,3,1.5,1,3,2
13,"CG Willis, ER Ellwood, RB Primack, CC Davis…","Old plants, new tricks: Phenological research using herbarium specimens",2017,Trends in ecology & …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0169534717300939,"https://scholar.google.com/scholar?cites=8897588842489784018&as_sdt=2005&sciodt=0,5&hl=en&num=20",191,2018-06-08,HTML,,,,,,,,13,13,3,5,1
0,"PWJ Baxter, G Hamilton",An analysis of future spatiotemporal surveillance for biosecurity,2016,,eprints.qut.edu.au,https://eprints.qut.edu.au/115022/1/BaxterHamilton16_FutureSurveillanceReport.pdf,,192,2018-06-08,PDF,,,,,,,,0,0,0,2,2
2,"AD Fox, JP Kjeldsen, M Desholm, PAF Rasmussen…",Within and between year phenology of calling Spotted Crakes Porzana porzana in Denmark,2014,…,wildfowl.wwt.org.uk,http://wildfowl.wwt.org.uk/index.php/wildfowl/article/view/2620,"https://scholar.google.com/scholar?cites=10688549872723815372&as_sdt=2005&sciodt=0,5&hl=en&num=20",193,2018-06-08,,,,,,,,,2,0.5,0,5,4
3,"M Palacin-Silva, A Seffah, K Heikkinen, J Porras…","State-of-the Art Study in Citizen Observatories: Technological Trends, Development Challenges and Research Avenues",2016,,helda.helsinki.fi,https://helda.helsinki.fi/handle/10138/164810,"https://scholar.google.com/scholar?cites=8322960911885910228&as_sdt=2005&sciodt=0,5&hl=en&num=20",194,2018-06-08,,,,,,,,,3,1.5,1,5,2
0,"J Parker, AJ Helmstetter, DS Devey, AST Papadopulos","Field-based species identification in eukaryotes using single molecule, real-time sequencing.",2017,bioRxiv,biorxiv.org,https://www.biorxiv.org/content/early/2017/02/13/107656.abstract,,195,2018-06-08,,,,,,,,,0,0,0,4,1
0,"NJ Gray, A Meeker, S Ravensbergen…",Producing science and global citizenship? Volunteer tourism and conservation in Belize,2017,Tourism Recreation …,Taylor & Francis,http://www.tandfonline.com/doi/abs/10.1080/02508281.2017.1300398,,196,2018-06-08,,,,,,,,,0,0,0,4,1
0,"SM Smart, PA Henrys, LR Norton, H Wallace…",Changes in the frequency of common plant species across linear features in Wales from 1990 to 2016: implications for potential delivery of ecosystem services,2017,New Journal of …,Taylor & Francis,http://www.tandfonline.com/doi/abs/10.1080/20423489.2017.1408190,,197,2018-06-08,,,,,,,,,0,0,0,5,1
0,LC Zawadzki,Duration of stopover in relation to date of arrival in vagrant Western Kingbirds (Tyrannus verticalis),2015,2015 NCUR,ncurproceedings.org,http://ncurproceedings.org/ojs/index.php/NCUR2015/article/view/1339,,198,2018-06-08,,,,,,,,,0,0,0,1,3
1,"V Seymour, MM Haklay",Exploring Engagement Characteristics and Behaviours of Environmental Volunteers,2017,… Science …,theoryandpractice …,https://theoryandpractice.citizenscienceassociation.org/articles/10.5334/cstp.66/,"https://scholar.google.com/scholar?cites=6233468611873630991&as_sdt=2005&sciodt=0,5&hl=en&num=20",199,2018-06-08,HTML,,,,,,,,1,1,1,2,1
17,"M Moriarty, D Pedreschi, D Stokes, L Dransfeld…",Spatial and temporal analysis of litter in the Celtic Sea from Groundfish Survey data: Lessons for monitoring,2016,Marine pollution …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0025326X15302241,"https://scholar.google.com/scholar?cites=9191312363249070437&as_sdt=2005&sciodt=0,5&hl=en&num=20",200,2018-06-08,HTML,,,,,,,,17,8.5,3,5,2
3,"CED Goodwin, DJ Hodgson, N Al‐Fulaij…",Voluntary recording scheme reveals ongoing decline in the United Kingdom hazel dormouse Muscardinus avellanarius population,2017,Mammal …,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1111/mam.12091/full,"https://scholar.google.com/scholar?cites=7468312406102301438&as_sdt=2005&sciodt=0,5&hl=en&num=20",201,2018-06-08,,,,,,,,,3,3,1,4,1
5,"M Camacho-Cervantes, A Ortega-Iturriaga, E del-Val",From effective biocontrol agent to successful invader: the harlequin ladybird (Harmonia axyridis) as an example of good ideas that could go wrong,2017,PeerJ,peerj.com,https://peerj.com/articles/3296/,"https://scholar.google.com/scholar?cites=10274521115235553775&as_sdt=2005&sciodt=0,5&hl=en&num=20",202,2018-06-08,HTML,,,,,,,,5,5,2,3,1
38,"A De Donno, A Idolo, F Bagordo, T Grassi…","Impact of stinging jellyfish proliferations along south Italian coasts: human health hazards, treatment and social costs",2014,International journal of …,mdpi.com,http://www.mdpi.com/1660-4601/11/3/2488/htm,"https://scholar.google.com/scholar?cites=18052682230458276563&as_sdt=2005&sciodt=0,5&hl=en&num=20",203,2018-06-08,HTML,,,,,,,,38,9.5,8,5,4
0,"WJ Brownlie, HJ Woods, KE Waters, AL Moore…",Freshwater science for the benefit of society: a perspective from early career researchers,2017,Inland Waters,Taylor & Francis,http://www.tandfonline.com/doi/abs/10.1080/20442041.2017.1326793,,204,2018-06-08,,,,,,,,,0,0,0,5,1
0,"M Hob, O Ga",Iss the Noctule Bat rea,,bsg-ecology.com,,http://www.bsg-ecology.com/wp-content/uploads/2015/04/Is-the-noctule-bat-really-uncommon-.pdf,,205,2018-06-08,PDF,,,,,,,,0,0,0,2,
