Google Scholar search results done through Publish or Perish,,,,,,,,,,,,,,,,,,,,,,
"Publish or Perish search terms: all of the words: “citizen science” species “United Kingdom”; none of the words: disease book ""new report"" ""new species"" ""new record""; years: 2014 to 2018",,,,,,,,,,,,,,,,,,,,,,
8 June 2018,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
15,"RJW Brewin, L de Mora, T Jackson, TG Brewin…",On the potential of surfers to monitor environmental indicators in the coastal zone,2015,PloS one,journals.plos.org,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0127706,"https://scholar.google.com/scholar?cites=2987619464389482898&as_sdt=2005&sciodt=0,5&hl=en&num=20",128,2018-06-08,HTML,,,,,,,,15,5,3,5,3
26,AJ Green,The importance of waterbirds as an overlooked pathway of invasion for alien species,2016,Diversity and Distributions,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1111/ddi.12392/full,"https://scholar.google.com/scholar?cites=7036847168126890663&as_sdt=2005&sciodt=0,5&hl=en&num=20",129,2018-06-08,,,,,,,,,26,13,26,1,2
12,"DB Roy, EF Ploquin, Z Randle, K Risely…",Comparison of trends in butterfly populations between monitoring schemes,2015,Journal of Insect …,Springer,https://link.springer.com/article/10.1007/s10841-014-9739-0,"https://scholar.google.com/scholar?cites=6464885674015090562&as_sdt=2005&sciodt=0,5&hl=en&num=20",130,2018-06-08,HTML,,,,,,,,12,4,2,5,3
8,"A Yang, H Fan, N Jing",Amateur or professional: Assessing the expertise of major contributors in OpenStreetMap based on contributing behaviors,2016,ISPRS International Journal of Geo-Information,mdpi.com,http://www.mdpi.com/2220-9964/5/2/21/html,"https://scholar.google.com/scholar?cites=6880319792040482339&as_sdt=2005&sciodt=0,5&hl=en&num=20",131,2018-06-08,HTML,,,,,,,,8,4,3,3,2
18,"P Smittenaar, RB Rutledge, P Zeidman, RA Adams…",Proactive and reactive response inhibition across the lifespan,2015,PLoS …,journals.plos.org,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0140383,"https://scholar.google.com/scholar?cites=5243695651558978245&as_sdt=2005&sciodt=0,5&hl=en&num=20",132,2018-06-08,HTML,,,,,,,,18,6,4,5,3
2,"J Parker, P Duignan",Dialogue methods: a typology of community dialogue processes,2015,Dialogue,parkerduignan.com,http://www.parkerduignan.com/documents/132pdf.PDF,"https://scholar.google.com/scholar?cites=3390149982031907056&as_sdt=2005&sciodt=0,5&hl=en&num=20",133,2018-06-08,PDF,,,,,,,,2,0.67,1,2,3
1,"BM Norman, JA Holmberg, Z Arzoumanian…",Undersea constellations: the global biology of an endangered marine megavertebrate further informed through citizen science,2017,…,academic.oup.com,https://academic.oup.com/bioscience/article-abstract/67/12/1029/4641655,"https://scholar.google.com/scholar?cites=15786537670746877372&as_sdt=2005&sciodt=0,5&hl=en&num=20",134,2018-06-08,HTML,,,,,,,,1,1,0,4,1
2,"MJ Hill, C Hassall, B Oertli, L Fahrig…",New policy directions for global pond conservation,2018,Conservation …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/conl.12447,"https://scholar.google.com/scholar?cites=16173280727047931798&as_sdt=2005&sciodt=0,5&hl=en&num=20",135,2018-06-08,,,,,,,,,2,2,0,5,1
3,"V Gerovasileiou, T Dailianis, E Panteri…",CIGESMED for divers: Establishing a citizen science initiative for the mapping and monitoring of coralligenous assemblages in the Mediterranean Sea,2016,Biodiversity data …,ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5136673/,"https://scholar.google.com/scholar?cites=15971942752097752911&as_sdt=2005&sciodt=0,5&hl=en&num=20",136,2018-06-08,HTML,,,,,,,,3,1.5,1,4,2
2,"M O'Reilly, S Nowacki, M Elliott","A Citizen Science approach to monitoring migratory lampreys under the Water Framework Directive, with some new accounts of Sea Lampreys (Petromyzon",2016,Glasgow Naturalist,glasgownaturalhistory.org.uk,https://www.glasgownaturalhistory.org.uk/gn26_2/lampreys_oreilly.pdf,"https://scholar.google.com/scholar?cites=4019421877810570738&as_sdt=2005&sciodt=0,5&hl=en&num=20",137,2018-06-08,PDF,,,,,,,,2,1,1,3,2
17,"E Matechou, EB Dennis, SN Freeman…",Monitoring abundance and phenology in (multivoltine) butterfly species: a novel mixture model,2014,Journal of applied …,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1111/1365-2664.12208/full,"https://scholar.google.com/scholar?cites=11548473640860398890&as_sdt=2005&sciodt=0,5&hl=en&num=20",138,2018-06-08,HTML,,,,,,,,17,4.25,4,4,4
6,"O Aburto‐Oropeza, C López‐Sagástegui…","Endangered species, ecosystem integrity, and human livelihoods",2018,Conservation …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/conl.12358,"https://scholar.google.com/scholar?cites=17070214019519257225&as_sdt=2005&sciodt=0,5&hl=en&num=20",139,2018-06-08,,,,,,,,,6,6,2,3,1
3,"CED Goodwin, DJ Hodgson, N Al‐Fulaij…",Voluntary recording scheme reveals ongoing decline in the United Kingdom hazel dormouse Muscardinus avellanarius population,2017,Mammal …,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1111/mam.12091/full,"https://scholar.google.com/scholar?cites=7468312406102301438&as_sdt=2005&sciodt=0,5&hl=en&num=20",140,2018-06-08,,,,,,,,,3,3,1,4,1
4,"A Fournier, AL Bond",Volunteer field technicians are bad for wildlife ecology,2015,Wildlife Society Bulletin,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1002/wsb.603/full,"https://scholar.google.com/scholar?cites=6308234890988401661&as_sdt=2005&sciodt=0,5&hl=en&num=20",141,2018-06-08,,,,,,,,,4,1.33,2,2,3
2,"O Mac Aodha, R Gibb, KE Barlow…",Bat detective—Deep learning tools for bat acoustic signal detection,2018,PLoS computational …,journals.plos.org,http://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1005995,"https://scholar.google.com/scholar?cites=14524145173652355419&as_sdt=2005&sciodt=0,5&hl=en&num=20",142,2018-06-08,HTML,,,,,,,,2,2,1,4,1
4,"I Deriu, F D'Amico, K Tsiamis, E Gervasini…",Handling Big Data of Alien Species in Europe: The European Alien Species Information Network Geodatabase,2017,Frontiers in …,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fict.2017.00020/full,"https://scholar.google.com/scholar?cites=7167960050011914490&as_sdt=2005&sciodt=0,5&hl=en&num=20",143,2018-06-08,HTML,,,,,,,,4,4,1,5,1
2,"DP Waetjen, FM Shilling",Large extent volunteer roadkill and wildlife observation systems as sources of reliable data,2017,Frontiers in Ecology and Evolution,frontiersin.org,https://www.frontiersin.org/article/10.3389/fevo.2017.00089,"https://scholar.google.com/scholar?cites=5955975147912104822&as_sdt=2005&sciodt=0,5&hl=en&num=20",144,2018-06-08,HTML,,,,,,,,2,2,1,2,1
7,"S Chavanich, K Soong, A Zvuloni, B Rinkevich, P Alino","Conservation, management, and restoration of coral reefs",2015,Zoology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0944200615000136,"https://scholar.google.com/scholar?cites=13421316429703507835&as_sdt=2005&sciodt=0,5&hl=en&num=20",145,2018-06-08,HTML,,,,,,,,7,2.33,1,5,3
2,"P Legagneux, N Casajus, K Cazelles…",Our House Is Burning: Discrepancy in Climate Change vs. Biodiversity Coverage in the Media as Compared to Scientific Literature,2018,Frontiers in Ecology …,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fevo.2017.00175,"https://scholar.google.com/scholar?cites=16153253364755867572&as_sdt=2005&sciodt=0,5&hl=en&num=20",146,2018-06-08,HTML,,,,,,,,2,2,1,4,1
5,"S Dunn, M Hedges",How the crowd can surprise us: Humanities crowdsourcing and the creation of knowledge,2014,Crowdsourcing our cultural heritage,books.google.com,https://books.google.com/books?hl=en&lr=&id=sPwGDAAAQBAJ&oi=fnd&pg=PA231&dq=%E2%80%9Ccitizen+science%E2%80%9D+species+%E2%80%9Cunited+kingdom%E2%80%9D+-disease+-book+-%22new+report%22+-%22new+species%22+-%22new+record%22&ots=2aA8NsPCm7&sig=XmCusKdGFhuugBJVenoG31avcKE,"https://scholar.google.com/scholar?cites=1553746263158268103&as_sdt=2005&sciodt=0,5&hl=en&num=20",147,2018-06-08,,,,,,,,,5,1.25,3,2,4
1,"R Phillips, S Baurley",Exploring Open Design for the application of Citizen Science; a toolkit methodology,2014,Design Research Society,researchonline.rca.ac.uk,http://researchonline.rca.ac.uk/id/eprint/1860,"https://scholar.google.com/scholar?cites=10104388982700180422&as_sdt=2005&sciodt=0,5&hl=en&num=20",148,2018-06-08,,,,,,,,,1,0.25,1,2,4
52,"TA Wilhelm, CRC Sheppard…",Large marine protected areas–advantages and challenges of going big,2014,Aquatic …,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1002/aqc.2499/full,"https://scholar.google.com/scholar?cites=10704923674816854374&as_sdt=2005&sciodt=0,5&hl=en&num=20",149,2018-06-08,HTML,,,,,,,,52,13,17,3,4
3,"M Strassburg, SM Crimmins, GM Linz…",Winter habitat associations of blackbirds and starlings wintering in the south-central United States,2015,Human-Wildlife …,search.proquest.com,http://search.proquest.com/openview/e3c150d95ecfaaa4dc73a3e41b674810/1?pq-origsite=gscholar&cbl=2032637,"https://scholar.google.com/scholar?cites=3354747618125504087&as_sdt=2005&sciodt=0,5&hl=en&num=20",150,2018-06-08,HTML,,,,,,,,3,1,1,4,3
1,"AE Goodenough, N Little, WS Carpenter, AG Hart",Birds of a feather flock together: Insights into starling murmuration behaviour revealed using citizen science,2017,PloS one,journals.plos.org,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0179277,"https://scholar.google.com/scholar?cites=12832937971181629631&as_sdt=2005&sciodt=0,5&hl=en&num=20",151,2018-06-08,HTML,,,,,,,,1,1,0,4,1
2,O Conservancy,30th Anniversary International Coastal Cleanup,2016,,repositories.tdl.org,https://repositories.tdl.org/tamug-ir/bitstream/handle/1969.3/29296/2016-data-release-1.pdf?sequence=1,"https://scholar.google.com/scholar?cites=13852251740618715586&as_sdt=2005&sciodt=0,5&hl=en&num=20",152,2018-06-08,PDF,,,,,,,,2,1,2,1,2
26,"A Muratet, B Fontaine",Contrasting impacts of pesticides on butterflies and bumblebees in private gardens in France,2015,Biological Conservation,Elsevier,https://www.sciencedirect.com/science/article/pii/S0006320714004704,"https://scholar.google.com/scholar?cites=14871722064120794943&as_sdt=2005&sciodt=0,5&hl=en&num=20",153,2018-06-08,HTML,,,,,,,,26,8.67,13,2,3
8,"RL White, AE Sutton, R Salguero-Gomez, TC Bray…",The next generation of action ecology: novel approaches towards global ecological research,2015,…,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1890/ES14-00485.1/full,"https://scholar.google.com/scholar?cites=10349163983030439939&as_sdt=2005&sciodt=0,5&hl=en&num=20",154,2018-06-08,HTML,,,,,,,,8,2.67,2,5,3
2,"A Kosanic, K Anderson, S Harrison, T Turkington…",Changes in the geographical distribution of plant species and climatic variables on the West Cornwall peninsula (South West UK),2018,PloS one,journals.plos.org,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0191021,"https://scholar.google.com/scholar?cites=3662610993909839451&as_sdt=2005&sciodt=0,5&hl=en&num=20",155,2018-06-08,HTML,,,,,,,,2,2,0,5,1
22,"C Sandbrook, WM Adams, B Monteferri",Digital games and biodiversity conservation,2015,Conservation Letters,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1111/conl.12113/full,"https://scholar.google.com/scholar?cites=789399647697390219&as_sdt=2005&sciodt=0,5&hl=en&num=20",156,2018-06-08,HTML,,,,,,,,22,7.33,7,3,3
2,"TK Lee, K Crowston, C Østerlund, G Miller",Recruiting Messages Matter: Message Strategies to Attract Citizen Scientists,2017,Companion of the 2017 …,dl.acm.org,https://dl.acm.org/citation.cfm?id=3026335,"https://scholar.google.com/scholar?cites=14675908295576914827&as_sdt=2005&sciodt=0,5&hl=en&num=20",157,2018-06-08,,,,,,,,,2,2,1,4,1
1,"Y Wiersma, J Parsons, R Lukyanenko",Data quality in citizen science–a research study,2016,Environ. Sci,researchgate.net,https://www.researchgate.net/profile/Roman_Lukyanenko/publication/311206140_Data_quality_in_citizen_science_-_a_research_study/links/583f276b08aeda69680a20e7/Data-quality-in-citizen-science-a-research-study.pdf,"https://scholar.google.com/scholar?cites=2491812948776287369&as_sdt=2005&sciodt=0,5&hl=en&num=20",158,2018-06-08,PDF,,,,,,,,1,0.5,0,3,2
5,"EB Dennis, BJT Morgan, DB Roy, TM Brereton",Urban indicators for UK butterflies,2017,Ecological Indicators,Elsevier,https://www.sciencedirect.com/science/article/pii/S1470160X17300092,"https://scholar.google.com/scholar?cites=9315434610994418119&as_sdt=2005&sciodt=0,5&hl=en&num=20",159,2018-06-08,HTML,,,,,,,,5,5,1,4,1
4,"C Salk, T Sturn, L See, S Fritz",Local knowledge and professional background have a minimal impact on volunteer citizen science performance in a land-cover classification task,2016,Remote Sensing,mdpi.com,http://www.mdpi.com/2072-4292/8/9/774htm,"https://scholar.google.com/scholar?cites=3217295659646313888&as_sdt=2005&sciodt=0,5&hl=en&num=20",160,2018-06-08,HTML,,,,,,,,4,2,1,4,2
11,H Kim,Learning from UK disaster exercises: policy implications for effective emergency preparedness,2014,Disasters,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1111/disa.12084/full,"https://scholar.google.com/scholar?cites=14473019689060149087&as_sdt=2005&sciodt=0,5&hl=en&num=20",161,2018-06-08,,,,,,,,,11,2.75,11,1,4
37,"L Shamir, C Yerby, R Simpson…",Classification of large acoustic datasets using machine learning and crowdsourcing: Application to whale calls,2014,The Journal of the …,asa.scitation.org,http://asa.scitation.org/doi/abs/10.1121/1.4861348,"https://scholar.google.com/scholar?cites=5542588162581489878&as_sdt=2005&sciodt=0,5&hl=en&num=20",162,2018-06-08,,,,,,,,,37,9.25,9,4,4
3,"AR Hof, PW Bright",Quantifying the long-term decline of the West European hedgehog in England by subsampling citizen-science datasets,2016,European journal of wildlife research,Springer,https://link.springer.com/article/10.1007/s10344-016-1013-1,"https://scholar.google.com/scholar?cites=16503974078754495622&as_sdt=2005&sciodt=0,5&hl=en&num=20",163,2018-06-08,HTML,,,,,,,,3,1.5,2,2,2
1,"RJ Green, P Wood",11 Australian Wildlife Tourism and Research Network,2015,Scientific Tourism: Researchers as Travellers,books.google.com,https://books.google.com/books?hl=en&lr=&id=l7phCQAAQBAJ&oi=fnd&pg=PA165&dq=%E2%80%9Ccitizen+science%E2%80%9D+species+%E2%80%9Cunited+kingdom%E2%80%9D+-disease+-book+-%22new+report%22+-%22new+species%22+-%22new+record%22&ots=LUve94XIzt&sig=DGCrI1p9z04lUZ1X9Kd6KRroqVY,"https://scholar.google.com/scholar?cites=15263829033095852622&as_sdt=2005&sciodt=0,5&hl=en&num=20",164,2018-06-08,,,,,,,,,1,0.33,1,2,3
3,"K Collins, J Hannaford, M Svoboda…","Stakeholder Coinquiries on Drought Impacts, Monitoring, and Early Warning Systems",2016,Bulletin of the …,journals.ametsoc.org,http://journals.ametsoc.org/doi/full/10.1175/BAMS-D-16-0185.1,"https://scholar.google.com/scholar?cites=8189839791300454265&as_sdt=2005&sciodt=0,5&hl=en&num=20",165,2018-06-08,HTML,,,,,,,,3,1.5,1,4,2
2,"KJ Rich, M Ridealgh, SE West, S Cinderby…",Exploring the links between post-industrial landscape history and ecology through participatory methods,2015,PloS one,journals.plos.org,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0136522,"https://scholar.google.com/scholar?cites=5517185802518180129&as_sdt=2005&sciodt=0,5&hl=en&num=20",166,2018-06-08,HTML,,,,,,,,2,0.67,0,5,3
14,"DM Wald, J Longo, AR Dobell",Design principles for engaging and retaining virtual citizen scientists,2016,Conservation Biology,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1111/cobi.12627/full,"https://scholar.google.com/scholar?cites=16968054536920816841&as_sdt=2005&sciodt=0,5&hl=en&num=20",167,2018-06-08,,,,,,,,,14,7,5,3,2
1,"F Wetzel, KD Belmonte, H Bingham…",4th European Biodiversity Observation Network (EU BON) Stakeholder Roundtable: Pathways to sustainability for EU BONs network of collaborators and …,2017,Research Ideas and …,riojournal.com,https://riojournal.com/article_preview.php?id=11875,"https://scholar.google.com/scholar?cites=6412726620950719545&as_sdt=2005&sciodt=0,5&hl=en&num=20",168,2018-06-08,HTML,,,,,,,,1,1,0,4,1
3,"A Hotho, R Jäschke, K Lerman",Mining social semantics on the social web,2017,Semantic Web,eprints.whiterose.ac.uk,http://eprints.whiterose.ac.uk/115871/1/semweb_special_issue.pdf,"https://scholar.google.com/scholar?cites=18306660546016096144&as_sdt=2005&sciodt=0,5&hl=en&num=20",169,2018-06-08,PDF,,,,,,,,3,3,1,3,1
1,"N Pantidi, S Moran, K Bachour…",Field testing a rare species bioacoustic smartphone application: Challenges and future considerations,2014,Pervasive …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/6815235/,"https://scholar.google.com/scholar?cites=4357984426466025881&as_sdt=2005&sciodt=0,5&hl=en&num=20",170,2018-06-08,,,,,,,,,1,0.25,0,4,4
1,"B Brewin, K Hyder, AJ Andersson, O Billson…",Expanding aquatic observations through recreation,2017,Frontiers in Marine …,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fmars.2017.00351/abstract,"https://scholar.google.com/scholar?cites=9947403041028567672&as_sdt=2005&sciodt=0,5&hl=en&num=20",171,2018-06-08,,,,,,,,,1,1,0,5,1
1,"NS Smith, IM Côté, L Martinez-Estevez…",Diversity and inclusion in conservation: a proposal for a marine diversity network,2017,Frontiers in Marine …,frontiersin.org,https://www.frontiersin.org/article/10.3389/fmars.2017.00234/full,"https://scholar.google.com/scholar?cites=13565055399547334486&as_sdt=2005&sciodt=0,5&hl=en&num=20",172,2018-06-08,HTML,,,,,,,,1,1,0,4,1
49,"MJ Nursey-Bray, J Vince, M Scott, M Haward…","Science into policy? Discourse, coastal management and knowledge",2014,… Science & Policy,Elsevier,https://www.sciencedirect.com/science/article/pii/S1462901113002189,"https://scholar.google.com/scholar?cites=10303134378770697109&as_sdt=2005&sciodt=0,5&hl=en&num=20",173,2018-06-08,HTML,,,,,,,,49,12.25,10,5,4
1,"M Kataržytė, S Hille, R Terlecka",Promoting marine science: International science camp as a platform,2017,Marine Policy,Elsevier,https://www.sciencedirect.com/science/article/pii/S0308597X17301410,"https://scholar.google.com/scholar?cites=18242653484031530646&as_sdt=2005&sciodt=0,5&hl=en&num=20",174,2018-06-08,HTML,,,,,,,,1,1,0,3,1
24,"N Levin, S Kark, D Crandall",Where have all the people gone? Enhancing global conservation using night lights and social media,2015,Ecological Applications,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1890/15-0113.1/full,"https://scholar.google.com/scholar?cites=2348620137241278434&as_sdt=2005&sciodt=0,5&hl=en&num=20",175,2018-06-08,,,,,,,,,24,8,8,3,3
1,"SD Seafarers, S Lavender, G Beaugrand, N Outram…",Seafarer citizen scientist ocean transparency data as a resource for phytoplankton and climate research,2017,PloS one,journals.plos.org,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0186092,"https://scholar.google.com/scholar?cites=11626036828842082103&as_sdt=2005&sciodt=0,5&hl=en&num=20",176,2018-06-08,HTML,,,,,,,,1,1,0,5,1
1,"JE Ball-Damerow, PT Oboyski, VH Resh",California dragonfly and damselfly (Odonata) database: temporal and spatial distribution of species records collected over the past century,2015,ZooKeys,ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4337221/,"https://scholar.google.com/scholar?cites=6385189966865977636&as_sdt=2005&sciodt=0,5&hl=en&num=20",177,2018-06-08,HTML,,,,,,,,1,0.33,0,3,3
8,"L McRae, S Deinet, R Freeman",The diversity-weighted living planet index: controlling for taxonomic bias in a global biodiversity indicator,2017,PloS one,journals.plos.org,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0169156,"https://scholar.google.com/scholar?cites=7784532015997552870&as_sdt=2005&sciodt=0,5&hl=en&num=20",178,2018-06-08,HTML,,,,,,,,8,8,3,3,1
1,"T Allen-Overbey, D Dotson, M Meyers LaBadie",Bringing Science to the Children: Cooperation between Academic and Public Libraries,2016,,library.ifla.org,http://library.ifla.org/1360/,"https://scholar.google.com/scholar?cites=14016897225547540751&as_sdt=2005&sciodt=0,5&hl=en&num=20",179,2018-06-08,,,,,,,,,1,0.5,0,3,2
2,"M Matabos, M Hoeberechts, C Doya…","Expert, Crowd, Students or Algorithm: who holds the key to deep‐sea imagery 'big data'processing?",2017,Methods in Ecology …,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1111/2041-210X.12746/full,"https://scholar.google.com/scholar?cites=7891067281575072739&as_sdt=2005&sciodt=0,5&hl=en&num=20",180,2018-06-08,,,,,,,,,2,2,1,4,1
2,"BK Smith, EA Jensen",Critical review of the United Kingdom's “gold standard” survey of public attitudes to science,2016,Public Understanding of Science,journals.sagepub.com,http://journals.sagepub.com/doi/abs/10.1177/0963662515623248,"https://scholar.google.com/scholar?cites=2275987760561949771&as_sdt=2005&sciodt=0,5&hl=en&num=20",181,2018-06-08,,,,,,,,,2,1,1,2,2
8,"J Ralston, DI King, WV DeLuca, GJ Niemi…",Analysis of combined data sets yields trend estimates for vulnerable spruce-fir birds in northern United States,2015,Biological …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0006320715001834,"https://scholar.google.com/scholar?cites=3837858713371389257&as_sdt=2005&sciodt=0,5&hl=en&num=20",182,2018-06-08,HTML,,,,,,,,8,2.67,2,5,3
2,"J Zelt, RL Deleon, A Arab, K Laurent…",Long-term trends in avian migration timing for the state of New York,2017,The Wilson Journal of …,BioOne,http://www.bioone.org/doi/abs/10.1676/16-026.1,"https://scholar.google.com/scholar?cites=11764309187425589664&as_sdt=2005&sciodt=0,5&hl=en&num=20",183,2018-06-08,,,,,,,,,2,2,0,5,1
3,"A Novoa, K Dehnen-Schmutz, J Fried, G Vimercati",Does public awareness increase support for invasive species management? Promising evidence across taxa and landscape types,2017,Biological Invasions,Springer,https://link.springer.com/article/10.1007/s10530-017-1592-0,"https://scholar.google.com/scholar?cites=5093197356577089318&as_sdt=2005&sciodt=0,5&hl=en&num=20",184,2018-06-08,HTML,,,,,,,,3,3,1,4,1
13,"E Turak, I Harrison, D Dudgeon, R Abell, A Bush…",Essential Biodiversity Variables for measuring change in global freshwater biodiversity,2017,Biological …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0006320716303640,"https://scholar.google.com/scholar?cites=10964995126935389973&as_sdt=2005&sciodt=0,5&hl=en&num=20",185,2018-06-08,HTML,,,,,,,,13,13,2,6,1
421,"JEM Watson, N Dudley, DB Segan, M Hockings",The performance and potential of protected areas,2014,Nature,nature.com,https://www.nature.com/articles/nature13947,"https://scholar.google.com/scholar?cites=14696683435109366924&as_sdt=2005&sciodt=0,5&hl=en&num=20",186,2018-06-08,,,,,,,,,421,105.25,105,4,4
2,"A Latif, W Scholz, K Tochtermann",Science 2.0–mapping european perspectives,2015,Report on the General Stance …,researchgate.net,https://www.researchgate.net/profile/Dr_Atif_Latif/publication/275828098_Report_on_the_General_Stance_of_Organizations_over_Science_20_Public_Consultation/links/5547691a0cf249186bb0f43b.pdf,"https://scholar.google.com/scholar?cites=525887341735004992&as_sdt=2005&sciodt=0,5&hl=en&num=20",187,2018-06-08,PDF,,,,,,,,2,0.67,1,3,3
8,L Blaser,Old Weather: Approaching Collections from a Different Angle,2014,Crowdsourcing Our Cultural Heritage,books.google.com,https://books.google.com/books?hl=en&lr=&id=sPwGDAAAQBAJ&oi=fnd&pg=PA45&dq=%E2%80%9Ccitizen+science%E2%80%9D+species+%E2%80%9Cunited+kingdom%E2%80%9D+-disease+-book+-%22new+report%22+-%22new+species%22+-%22new+record%22&ots=2aA8NsPCnc&sig=okPZtGUf4qMpt8Y_NcgUjpHU8uQ,"https://scholar.google.com/scholar?cites=7253345583412903043&as_sdt=2005&sciodt=0,5&hl=en&num=20",188,2018-06-08,,,,,,,,,8,2,8,1,4
2,"MJ Vander Zanden, GJA Hansen, AW Latzka",A Framework for Evaluating Heterogeneity and Landscape-Level Impacts of Non-native Aquatic Species,2017,Ecosystems,Springer,https://link.springer.com/article/10.1007/s10021-016-0102-z,"https://scholar.google.com/scholar?cites=8408348306214838102&as_sdt=2005&sciodt=0,5&hl=en&num=20",189,2018-06-08,HTML,,,,,,,,2,2,1,3,1
8,"M Pages, A Fischer, R Van der Wal",The dynamics of volunteer motivations for engaging in the management of invasive plants: Insights from a mixed-methods study on Scottish seabird islands,2018,Journal of Environmental …,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/09640568.2017.1329139,"https://scholar.google.com/scholar?cites=12840171693898384123&as_sdt=2005&sciodt=0,5&hl=en&num=20",190,2018-06-08,,,,,,,,,8,8,3,3,1
3,GJ Edgar,Marine protected areas need accountability not wasted dollars,2017,Aquatic Conservation: Marine and Freshwater …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/aqc.2745,"https://scholar.google.com/scholar?cites=14748010548474106282&as_sdt=2005&sciodt=0,5&hl=en&num=20",191,2018-06-08,,,,,,,,,3,3,3,1,1
9,"J Sarafraz, M Rajabizadeh, E Kamrani","The preliminary assessment of abundance and composition of marine beach debris in the northern Persian Gulf, Bandar Abbas City, Iran",2016,… of the United Kingdom,cambridge.org,https://www.cambridge.org/core/journals/journal-of-the-marine-biological-association-of-the-united-kingdom/article/preliminary-assessment-of-abundance-and-composition-of-marine-beach-debris-in-the-northern-persian-gulf-bandar-abbas-city-iran/33767C4BB8F25149CEEE1A7E336C0E41,"https://scholar.google.com/scholar?cites=6190186206664545754&as_sdt=2005&sciodt=0,5&hl=en&num=20",192,2018-06-08,,,,,,,,,9,4.5,3,3,2
45,"E Lewandowski, H Specht",Influence of volunteer and project characteristics on data quality of biological surveys,2015,Conservation Biology,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1111/cobi.12481/full,"https://scholar.google.com/scholar?cites=17106242038725345382&as_sdt=2005&sciodt=0,5&hl=en&num=20",193,2018-06-08,,,,,,,,,45,15,23,2,3
1,"N Aham-Anyanwu, H Li",Toward e-public engagement: A review of public participation for government governance,2015,,aisel.aisnet.org,https://aisel.aisnet.org/icis2015/proceedings/eBizeGov/13/,"https://scholar.google.com/scholar?cites=15459979411682195538&as_sdt=2005&sciodt=0,5&hl=en&num=20",194,2018-06-08,,,,,,,,,1,0.33,1,2,3
6,CA Ward-Paige,The role of the tourism industry,2014,"Sharks: Conservation, governance and …",books.google.com,https://books.google.com/books?hl=en&lr=&id=BpzAAwAAQBAJ&oi=fnd&pg=PA157&dq=%E2%80%9Ccitizen+science%E2%80%9D+species+%E2%80%9Cunited+kingdom%E2%80%9D+-disease+-book+-%22new+report%22+-%22new+species%22+-%22new+record%22&ots=ikElchtY9x&sig=HB5H-4QZEDFO81H_O5dV99KdZw4,"https://scholar.google.com/scholar?cites=3304977236581095865&as_sdt=2005&sciodt=0,5&hl=en&num=20",195,2018-06-08,,,,,,,,,6,1.5,6,1,4
0,GT Pecl,… Australia: a case study in large-scale approaches to climate change communication and ecological monitoring through 'opportunistic'citizen science,2017,World Symposium on Climate Change Communication,ecite.utas.edu.au,http://ecite.utas.edu.au/118444,,196,2018-06-08,CITATION,,,,,,,,0,0,0,1,1
